ID;STAY1;STAY2;STAY;REC1;REC2;REC;MOT1;MOT2;MOT;HOL_IMP;HOL_IMP Comments;General Comments; ;FEEDBACK1;FEEDBACK2;FEEDBACK3;FEEDBACK4;FEEDBACK5;FEEDBACK;CLARITY1;CLARITY2;CLARITY3;CLARITY;ACCURACY1;ACCURACY2;ACCURACY3;ACCURACY;FAIR1;FAIR2;FAIR3;FAIR;SELF_AWARE1;SELF_AWARE2;SELF_AWARE3;SELF_AWARE;INTENT_USE1;INTENT_USE2;INTENT_USE3;INTENT_USE;IMPACT;ROLE_FIT;WORK_MEANING;TENSION;GOAL_FIT;EMPOWER;ACCOUNT;Age Bracket;Tenure;Dev/Non;Holacracy Wave;GENDER;LOCATION
216;1;1;1;1;1;1;2;1;1,5;1;We needed clearer goals at the very beginning when holacracy was introduced. It's still not clear what we're trying to achieve. Much of the change has felt like change for the sake of change. I haven't heard anyone say in person that Holacracy has made their lives easier or better. We have no real metrics, so how can we evaluate whether Holacracy is doing what we want it to do? Often it feels like Holacracy is the goal, not creating good software.;I think a lot more people will leave the Vancouver office before the year is done. It used to feel like people were leaving due to factors outside the company's control. To be honest, it doesn't feel like that anymore. I know employee retention is difficult, especially in Vancouver, but maybe start trying again.; ;4;4;4;4;4;4;4;4;2;3,33;4;4;4;4,00;2;1;1;1,33;4;4;2;3,33;4;4;4;4,00;4;4;4;4;2;2;4;2;5;1;5;2;5
217;4;2;3;4;2;3;2;2;2;3;;; ;4;4;4;4;2;3,6;4;4;3;3,67;4;4;4;4,00;3;3;3;3,00;4;4;4;4,00;3;4;4;3,67;4;4;4;4;4;4;2;2;5;2;5;1;5
218;4;4;4;4;4;4;4;4;4;4;;; ;4;3;3;4;4;3,6;4;4;2;3,33;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;4;2;6;2;4;2;1
219;3;4;3,5;4;5;4,5;4;3;3,5;3;;So far so good. Its early but it has been great so far.; ;3;3;4;4;3;3,4;4;4;3;3,67;3;4;3;3,33;4;4;4;4,00;3;4;4;3,67;4;4;4;4,00;4;4;4;4;4;4;4;3;1;1;1;2;5
220;4;4;4;4;4;4;4;4;4;2;"Since the implementation of Holocracy, people are more likely to 'pass the buck' and not deal with something. They'll say ""it's not my circle and that person is out of office"", unavailable, etc. then work gets ignored. Or work that was not assigned to a circle gets skipped over as nobody wants to take responsibility for it.  Don't get me wrong, I like the idea of holacracy it just seems that people are not extending themselves to be an extra help for others any longer.";; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;4;4;4;4;4;3;1;3;7;1;3;2;1
221;5;5;5;5;5;5;4;5;4,5;5;;; ;4;5;5;4;5;4,6;5;5;4;4,67;4;2;5;3,67;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5;5;5;5;2;4;1;3;2;1
222;2;2;2;3;2;2,5;3;4;3,5;1;Holacracy is just one more obstacle for the programming teams to overcome.;Holacracy solves problems we don't have and ignores problems we do have.; ;2;5;3;2;4;3,2;3;3;3;3,00;3;3;3;3,00;3;3;4;3,33;5;5;4;4,67;5;5;5;5,00;4;5;4;5;3;2;2;2;6;2;4;2;5
223;4;4;4;4;5;4,5;4;4;4;4;It adds clarity to what each group does.  It also highlights gaps in what we have a need for but aren't currently doing.;; ;4;3;4;3;3;3,4;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;4;3;4;4;4;4;4;2;3;2;2
224;1;2;1,5;4;5;4,5;2;3;2,5;1;;Holacracy is an ongoing disaster for this company. Huge waste of resources spent on constant red tape and bureaucracy that slows down processes and discourages employees from trying to implement holacracy principles in their work. Teams need agile changes yet 1 or 2 people in Vancouver have the power to veto and slow down all moves as they see fit, even though they are completely removed from teams in other offices and how they work / what they need. Swallow your pride and let's go back to a method that works for us.; ;3;4;3;4;4;3,6;5;5;3;4,33;5;4;3;4,00;3;3;3;3,00;5;5;5;5,00;5;4;4;4,33;4;4;3;5;3;2;2;2;6;2;3;1;1
225;5;4;4,5;5;5;5;4;4;4;4;;; ;3;4;2;2;4;3;4;3;3;3,33;4;4;3;3,67;3;3;4;3,33;4;4;4;4,00;4;4;3;3,67;5;4;2;4;4;4;2;2;5;1;1;1;1
226;4;4;4;4;4;4;4;4;4;2;;; ;4;4;2;3;4;3,4;3;2;2;2,33;2;2;2;2,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;2;4;5;2;5;1;1
227;5;4;4,5;5;5;5;4;4;4;3;It's the same. Nothing has changed.;; ;4;4;5;5;4;4,4;4;4;4;4,00;5;5;4;4,67;4;4;4;4,00;4;2;5;3,67;5;5;5;5,00;4;2;2;2;4;4;2;2;4;2;3;2;2
228;4;3;3,5;4;4;4;4;4;4;3;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;3;4;4;3;4;2;6;2;5;2;1
229;5;4;4,5;3;5;4;4;5;4,5;2;;; ;5;3;4;2;4;3,6;5;5;5;5,00;5;4;4;4,33;3;3;3;3,00;4;4;4;4,00;5;5;5;5,00;4;3;4;2;3;3;3;4;7;1;2;1;1
230;4;3;3,5;4;4;4;4;4;4;4;;; ;3;4;4;4;4;3,8;4;4;4;4,00;3;4;3;3,33;4;4;3;3,67;4;4;4;4,00;4;2;4;3,33;4;3;3;4;4;2;4;2;6;2;5;1;5
231;5;5;5;5;5;5;5;5;5;3;;; ;5;5;5;5;5;5;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5;5;5;5;3;2;2;3;2;3
232;4;3;3,5;4;4;4;4;4;4;2;Holacracy was a addition of something that was not needed;; ;2;2;4;4;4;3,2;3;4;2;3,00;3;4;3;3,33;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;3;4;4;2;3;1;5;2;5
233;4;3;3,5;4;4;4;2;4;3;3;;; ;4;5;4;5;1;3,8;2;2;2;2,00;2;2;1;1,67;1;1;1;1,00;4;5;3;4,00;1;1;3;1,67;4;4;2;4;3;2;4;2;5;2;3;2;2
234;4;4;4;5;4;4,5;3;5;4;3;;; ;1;4;3;2;2;2,4;3;3;3;3,00;3;3;3;3,00;2;3;3;2,67;4;4;4;4,00;4;3;4;3,67;4;2;3;4;4;4;4;1;4;2;3;2;2
235;4;4;4;5;4;4,5;4;4;4;4;"I think that Holocracy can improve any company given the right people and the right mind set. We are still working with people saying ""it's not my job/accountability"" which gets tossed around when people don't wan't to do the work. The old culture of just getting the work done because it needs to be done isn't remembered anymore. If you are the first to ask for something you need to be prepared to have your request moved around like a hot potato until someone takes on the accountability to solve your problem. While holocracy can speed some process up it also gives people the ability to be cold and unhelpful.";; ;;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;5;4;4;4;4;4;3;4;1;3;2;1
236;4;4;4;4;4;4;4;4;4;2;;; ;3;4;4;2;2;3;3;3;3;3,00;4;3;3;3,33;3;3;3;3,00;4;4;4;4,00;3;4;4;3,67;4;4;4;3;4;3;2;2;6;1;3;1;1
237;3;2;2,5;3;3;3;2;2;2;3;;; ;2;3;3;3;4;3;3;3;3;3,00;3;3;2;2,67;3;3;3;3,00;4;4;3;3,67;3;3;3;3,00;4;4;3;4;4;4;4;3;5;1;3;2;3
238;3;1;2;5;4;4,5;5;3;4;5;;; ;2;2;3;1;2;2;4;3;3;3,33;4;3;3;3,33;3;3;3;3,00;4;5;4;4,33;5;5;4;4,67;5;5;3;2;5;3;4;3;5;2;4;2;2
239;5;5;5;5;4;4,5;4;5;4,5;4;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;4;3;4;2;4;2;5
240;4;4;4;4;5;4,5;4;3;3,5;5;;; ;3;3;2;4;4;3,2;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;3;4;2;3,00;5;5;4;4,67;4;4;4;3;4;4;5;1;4;2;4;2;1
241;4;2;3;4;4;4;4;4;4;2;;; ;1;4;3;4;2;2,8;4;4;4;4,00;1;3;2;2,00;2;2;2;2,00;2;4;4;3,33;3;3;3;3,00;4;4;2;3;2;2;2;2;6;2;3;1;5
242;2;1;1,5;4;2;3;2;2;2;1;;; ;2;2;4;2;2;2,4;4;4;4;4,00;4;4;2;3,33;2;2;2;2,00;4;5;4;4,33;4;4;4;4,00;2;2;1;2;2;2;2;2;6;2;3;2;1
243;2;2;2;3;2;2,5;1;1;1;2;;; ;1;4;2;3;3;2,6;1;1;1;1,00;2;2;1;1,67;2;2;1;1,67;5;5;4;4,67;3;3;3;3,00;1;3;1;4;2;1;2;3;6;2;3;2;5
244;2;2;2;4;4;4;4;2;3;3;;; ;5;4;4;5;4;4,4;5;5;4;4,67;5;4;4;4,33;4;4;4;4,00;4;4;4;4,00;4;4;5;4,33;5;4;5;4;4;4;5;3;4;2;3;2;1
245;3;3;3;3;3;3;2;2;2;2;Holocracy has failed at iQ.  Despite the best efforts of the people who are passionate about it and work very hard to try to advance it, there are just far too many people in key positions who refuse to give up the power and that they had before Holocracy.  These people abuse Holocracy's tools, which sabotages the holocracy implementation and just recreates the old rank and file system we had before.  I'm not sure we can recover from this without the willingness to get rid of the holacracy rules that block the ability of lead links to assign work without a bunch of process, overhead and approval - this is the exact opposite of empowering leadership. The initial mandate of holacracy where people were told to either get on board or be let go wasn't followed through with for long-term and high level employees because many of them actively sabotage the process.;"Working here has become very stressful and frustrating for a lot of people here.  The constant mixed messages of saying that our priorities are one thing, then constantly doing the opposite are robbing us of our ability to create great experiences.  Some examples: saying we're focused on the Wireless market while not narrowing our resource allocation to that and at the same time opening new opportunities like the business-pitch board that diverge us even further; saying that we want better and more stable core products but immediately going against that to actively make our products worse in order to meet short deadlines for short term revenue gains; saying we want to retain our culture while actively discouraging things we've had in our culture for a long time; saying we want to adopt Holacracy while allowing people to create broad abusive domains that remove empowerment and accountability from the very people that holacracy seeks to give it to; saying circles don't equal teams while actively forcing people-based structure onto inner circles; saying that Lead Links and circles have the ability to meet their purpose how they see fit while dictating and imposing massive amounts of structure and rules about what roles can be created and how.  Most of that frustration would go away if we actually do what our strategies say we should do, even if we don't agree with those strategies. But this culture we have of product managers and lead links of the big product circles setting the strategies, then actively going against them is hugely disappointing and allows those people setting the strategies to not own the accountability of their outcome."; ;4;3;4;3;3;3,4;4;3;3;3,33;3;4;2;3,00;2;3;4;3,00;4;5;4;4,33;5;4;5;4,67;4;5;2;5;2;1;2;3;6;2;3;2;1
246;1;1;1;1;1;1;2;1;1,5;1;;; ;3;4;4;3;1;3;4;4;4;4,00;2;4;3;3,00;1;1;1;1,00;5;5;4;4,67;5;4;4;4,33;3;4;4;1;4;1;1;2;6;2;3;2;1
247;4;2;3;5;5;5;4;4;4;4;;; ;2;2;4;4;2;2,8;4;4;3;3,67;4;4;3;3,67;4;4;4;4,00;2;4;4;3,33;4;4;4;4,00;5;5;4;2;4;4;3;2;7;2;3;1;2
248;4;4;4;4;4;4;3;3;3;2;;; ;1;4;4;2;2;2,6;3;3;3;3,00;3;3;3;3,00;3;3;4;3,33;4;4;3;3,67;3;3;3;3,00;4;4;3;3;4;4;4;3;6;2;3;2;1
249;;2;2;4;;4;4;4;4;4;;; ;2;4;4;4;4;3,6;3;3;2;2,67;3;3;3;3,00;2;2;3;2,33;3;4;4;3,67;4;4;4;4,00;3;2;2;4;3;4;3;2;6;2;3;1;1
250;3;4;3,5;4;3;3,5;2;2;2;3;;; ;1;4;4;4;4;3,4;4;4;3;3,67;3;3;2;2,67;2;2;3;2,33;4;4;4;4,00;4;4;4;4,00;2;1;2;4;4;2;2;2;2;2;5;2;5
252;5;4;4,5;5;5;5;5;4;4,5;3;I'm not aware of a pre-Holacracy iQmetrix so I do not have anything to compare, but compared to my last job I like the autonomy holacracy gives me.;All in all, my experience has been good. There's been a lot of change which has been frustrating at times, but my overall experience has been favorable.; ;5;4;4;5;4;4,4;4;4;4;4,00;4;4;4;4,00;2;2;4;2,67;5;5;5;5,00;5;5;5;5,00;4;4;4;3;3;3;2;2;3;2;3;2;3
253;4;4;4;4;3;3,5;4;4;4;2;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;4;3;6;1;2;2;1
254;2;3;2,5;3;3;3;3;2;2,5;2;Considering the people that have left because of holacracy in one way or another, we can't consider this an improvement.;The people at iQ are the key. When people are given positions that they lack skills for, it seems there is a lot of hurt caused by this. And for as much as holacracy was supposed to be the solution for internal politicking, this doesn't seem to have worked. There's as much politics within the company as ever. When implemented, holacracy needed to have 100% buy-in from EVERYONE and that has not happened. There are lead links that continue to do their own thing and there are teams that seem to make fun of it as much as follow the tenets. I have no faith in the executive committee for a while and recent changes have not helped. There is a group of staff, shrinking all the time, keeping this work place bareable - they are driving the successes and seem to be reaping little benefit from it. It feels like there is a lot of dysfunction, top to bottom right now that makes this just another place to work instead of the enviable place it once was.; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;2;2;2;2,00;4;4;3;3,67;4;4;3;3,67;3;3;3;2;3;3;3;3;6;1;2;2;1
255;4;5;4,5;5;4;4,5;4;4;4;3;;; ;2;3;5;2;2;2,8;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;2;5;3;3,33;5;5;4;4,67;5;4;4;2;3;2;3;3;3;1;2;2;3
256;3;3;3;5;4;4,5;4;3;3,5;4;;; ;2;3;4;4;5;3,6;4;4;2;3,33;3;4;4;3,67;3;4;4;3,67;4;5;4;4,33;4;5;5;4,67;4;5;4;5;5;5;4;3;7;1;2;2;3
257;5;5;5;5;5;5;5;5;5;5;;; ;5;5;5;5;5;5;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5,00;5;5;5;5;5;5;5;3;4;1;2;2;3
258;5;5;5;5;5;5;5;5;5;5;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;5;5;5;4;5;4;4;2;2;1;1;1;1
259;1;2;1,5;4;4;4;2;3;2,5;3;;; ;2;3;4;2;2;2,6;3;1;2;2,00;2;2;2;2,00;1;2;2;1,67;4;5;3;4,00;4;4;4;4,00;4;1;4;3;2;2;3;2;4;1;1;1;5
260;4;3;3,5;4;4;4;3;3;3;1;"Certain elements of holocracy are beneficial but the approach that some facilitators take, and the lack of adaptation to the prior iQ culture, is having a detrimental effect; many circles are trying to bypass holocracy and they are not seeing the benefits completely because of the way it's being implemented.";"Holacracy implementation needs another look as does the skills and abilities of the members of that circle, particularly on facilitation side; I do not feel we have made significant strides in terms of allowing decision making on all levels"; ;4;4;4;4;4;4;4;4;4;4,00;3;3;4;3,33;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;4;4;4;4;4;2;2;4;7;1;1;1;1
261;4;3;3,5;5;5;5;2;4;3;2;;; ;1;4;2;2;2;2,2;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;2;2;2;2,00;4;4;4;4,00;5;5;4;2;5;4;2;2;6;1;1;1;1
262;4;2;3;;2;2;4;4;4;4;"I agree somewhat with holcracy because I see areas of improvement within my team and a few other teams as a result of implementation. Personally, I am finding it empowering and clarifying as does my team.  However, I see there are breakdowns occurring between teams who are not embracing it; some teams are using holocratic practices and continuing to use their old processes. Thus, it feels like we now have two sets of ""rules"" to operate by within the organization, which is causing tension and stress when working with some teams that are holacratic and some that are non-holocratic.";Leadership needs to model the way more transparently on how to use holacracy.  Provide more frequent communications on changes to the organizational structure and share stories on how the executive are using it.  Having our leadership show us they have embraced the practices will make it more likely that others will follow suit.; ;2;4;3;4;4;3,4;3;3;2;2,67;3;3;2;2,67;2;2;2;2,00;4;4;4;4,00;4;4;4;4,00;4;4;3;2;4;4;4;4;6;1;5;1;5
263;5;5;5;4;2;3;4;4;4;2;To be fair, it might take more than 1 year before the Holacracy process begins to bear fruit - but specific to my team, the Holacracy process has felt negative and detrimental. I feel like the process of organizing circles has resulted in social / hierarchical / political manoeuvering and game-playing. It might be that the process of defining and resolving tensions might eventually clean this up and improve it, I don't know.;iQmetrix is a great place. It feels a bit strained at the moment due to having to cope (maybe truly for the first time) with not having explosive growth in revenue. It might have been compounded a bit by undergoing a fairly drastic change in implementing Holacracy at the same time. There is certainly still promise here to return to growth with new products so there's still reason to be optimistic.; ;4;4;4;4;3;3,8;4;4;3;3,67;4;4;4;4,00;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;4;4;4;3;4;4;3;3;5;1;5;2;2
264;4;4;4;4;4;4;4;4;4;4;;; ;4;3;4;4;4;3,8;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;2;2;4;1;5;2;1
265;4;3;3,5;4;3;3,5;4;3;3,5;5;;; ;2;4;3;4;4;3,4;3;3;3;3,00;4;4;3;3,67;3;3;3;3,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;3;4;6;2;4;2;5
266;4;3;3,5;5;3;4;4;4;4;5;;I run into fewer people who are passionate dreamers who inspire others. There seems to be less room for them here. I am impressed with the decision to embrace Holacracy, it is the right direction to go. I am concerned for the future of iQmetrix but will be working hard to help wherever I can.; ;5;5;2;4;2;3,6;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;2;5;4;3,67;5;5;5;5,00;4;5;4;3;5;5;3;4;8;1;1;2;1
268;2;2;2;4;2;3;4;4;4;2;;; ;4;4;4;4;2;3,6;4;4;4;4,00;3;4;4;3,67;4;4;2;3,33;4;4;4;4,00;4;4;4;4,00;4;4;2;4;4;4;2;1;4;2;4;1;5
269;2;2;2;2;2;2;3;2;2,5;;It is not clear to me at all that Holacracy has improved anything at all. I see many teams working in silos, and if anything it seems Holacracy has reinforced this by giving everyone the right to do what they want to as they see fit.;; ;2;4;3;2;2;2,6;3;3;3;3,00;3;3;3;3,00;2;3;3;2,67;4;4;3;3,67;4;3;3;3,33;2;4;3;4;2;3;2;4;3;2;4;2;5
270;4;3;3,5;5;5;5;4;4;4;3;I was not with the company before holacracy but it works well in my circle.;Teams are working in silos. Teams would benefit from scrutiny by a Chief Technology Officer, which we need but don't have.; ;4;5;4;4;4;4,2;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;5;4;4,33;4;5;4;4,33;5;5;4;4;4;4;3;4;2;2;4;1;5
271;1;1;1;3;4;3,5;3;3;3;2;My day-to-day work is plagued with poor work prioritization, insufficient resources, and a lack of training. When Holacracy was introduced, it was implied it would help us identify where we needed better prioritization, resources, and training. So far, the outcomes has been an increase in resources for one circle and the elimination of a few of our services. Despite these great changes, I have not seen any improvement in my day-to-day experience.;The day-to-day experience of your technical employees have been deteriorating for a few years now. I understand it hasn't been an easy time for our company, but I have little faith in our leadership to handle these changes in the long term. If we are to continue being a software company, I recommend that our leadership re-evaluate how they manage technical people.; ;4;4;5;4;4;4,2;4;4;4;4,00;4;4;3;3,67;1;1;1;1,00;4;4;5;4,33;5;4;4;4,33;1;4;4;5;3;5;4;2;5;2;4;2;5
272;3;3;3;4;2;3;3;3;3;3;Maybe holacracy has been beneficial because it's the kind of system that allows those who are normally talked over (and have to fight to be heard) a chance to speak during tacticals.;Let's make sure we value and retain our best people. I like to think that I do my best no matter what my environment is. However, I could see how an amazing employee might never thrive if not surrounded by great people. I think the opposite is true too, if we had a sub-par person surrounded by an excellent team, they can't help but improve. I worry that the high quality people around me will soon realize that they can't stay just because they like the people, and my work days will be sad after they leave.; ;4;3;5;5;4;4,2;2;2;3;2,33;3;3;3;3,00;3;3;3;3,00;5;5;3;4,33;4;4;4;4,00;3;4;2;4;4;3;4;3;4;2;4;1;5
273;2;2;2;4;4;4;4;4;4;4;;; ;4;5;4;4;5;4,4;4;5;5;4,67;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;5;5;4;4;5;5;4;2;6;2;4;1;1
274;4;4;4;5;5;5;4;5;4,5;5;I wished that it was followed more consistently by everyone because occasionally there still seems to be a lot of politics.;There are some people that use Holacracy as a way to avoid work that other circles need and this causes issues with client satisfaction.; ;4;5;5;5;5;4,8;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;5;5;5;5,00;5;5;5;5,00;5;5;4;5;4;4;5;4;3;2;4;2;3
275;4;4;4;4;4;4;4;4;4;3;;; ;3;3;5;3;4;3,6;4;4;4;4,00;4;4;3;3,67;3;3;3;3,00;3;4;4;3,67;4;4;5;4,33;5;4;4;4;4;4;4;2;5;1;3;2;1
276;4;4;4;5;4;4,5;3;4;3,5;3;;; ;3;3;4;3;3;3,2;3;3;3;3,00;4;4;3;3,67;4;4;4;4,00;4;4;3;3,67;4;3;3;3,33;3;2;2;4;3;4;3;2;4;1;3;2;1
277;5;4;4,5;5;5;5;4;5;4,5;2;I think the resources (money and employees) spent on Holocracy implementation could be put to better use in other places (compensation, hiring more people).;; ;3;4;5;5;5;4,4;4;4;4;4,00;4;4;4;4,00;3;3;3;3,00;4;4;3;3,67;5;5;5;5,00;5;4;3;4;4;3;3;2;6;1;3;2;1
278;5;5;5;5;5;5;5;5;5;3;;; ;4;4;5;5;5;4,6;5;5;5;5,00;5;5;5;5,00;3;5;5;4,33;3;4;5;4,00;5;5;5;5,00;5;5;5;5;5;5;4;2;4;2;3;2;2
279;4;4;4;4;4;4;4;3;3,5;3;;; ;4;3;2;4;2;3;4;4;4;4,00;4;4;2;3,33;3;4;4;3,67;2;4;4;3,33;4;4;4;4,00;3;4;4;4;2;4;2;2;5;2;3;2;2
280;4;4;4;4;4;4;3;2;2,5;4;;; ;2;2;4;4;2;2,8;4;4;2;3,33;4;4;2;3,33;3;3;3;3,00;2;4;3;3,00;5;4;2;3,67;5;2;3;2;4;1;4;2;3;2;3;2;2
281;4;3;3,5;4;4;4;4;4;4;3;;; ;2;2;4;5;5;3,6;4;4;3;3,67;4;4;4;4,00;4;4;4;4,00;4;5;5;4,67;5;5;5;5,00;5;5;4;3;4;4;2;2;5;2;3;2;2
282;4;4;4;4;4;4;4;3;3,5;3;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;3;3,67;4;4;4;4,00;4;4;4;4,00;4;3;4;3;3;3;3;2;1;2;5;2;1
283;4;4;4;4;4;4;4;4;4;5;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;3;3;3;3,00;2;4;4;3,33;4;4;4;4,00;4;4;4;4;4;5;4;3;4;2;5;2;1
284;4;3;3,5;4;4;4;3;3;3;3;It's helped in some areas and hindered in others.;; ;4;4;4;4;4;4;4;4;3;3,67;4;4;3;3,67;4;4;4;4,00;3;4;3;3,33;4;4;4;4,00;4;4;1;3;4;4;1;2;5;2;3;2;2
285;5;5;5;5;5;5;4;5;4,5;3;;; ;2;2;3;2;2;2,2;3;3;3;3,00;3;3;3;3,00;3;3;3;3,00;4;4;4;4,00;4;4;3;3,67;4;4;4;3;5;5;4;2;3;2;3;1;2
286;4;4;4;4;4;4;4;4;4;4;;; ;4;3;4;4;4;3,8;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;5;4;4;4,33;5;4;4;4;4;4;4;2;6;2;5;2;1
287;2;2;2;4;4;4;4;4;4;4;;; ;2;4;4;4;4;3,6;4;4;4;4,00;2;2;2;2,00;4;4;2;3,33;4;4;4;4,00;4;4;4;4,00;4;4;4;4;4;4;4;2;1;2;5;2;4
288;4;4;4;4;3;3,5;4;3;3,5;3;;; ;4;4;4;4;4;4;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;4;4;4;4;2;4;2;3;5;2;5;1;5
289;5;5;5;5;5;5;5;5;5;3;;; ;2;2;3;1;2;2;4;4;3;3,67;4;4;3;3,67;3;3;3;3,00;4;5;3;4,00;5;4;3;4,00;5;5;4;3;4;3;3;3;1;1;5;1;5
290;4;2;3;3;4;3,5;4;4;4;2;;; ;2;4;4;4;4;3,6;4;4;2;3,33;4;4;5;4,33;4;4;4;4,00;4;4;4;4,00;4;4;4;4,00;2;3;4;4;4;2;1;2;6;1;3;1;1
291;5;5;5;5;5;5;4;4;4;4;;; ;4;4;5;5;5;4,6;4;4;4;4,00;4;4;5;4,33;4;4;4;4,00;3;4;4;3,67;5;5;5;5,00;4;4;4;5;4;4;5;3;7;1;3;2;3
292;4;4;4;4;4;4;4;3;3,5;4;;; ;2;3;4;2;2;2,6;3;3;3;3,00;3;3;3;3,00;3;3;3;3,00;2;4;5;3,67;4;5;5;4,67;4;3;4;4;4;3;2;2;4;1;3;1;1
